,Area,Date,Unadjusted CPI Index
529,"New York-Newark-Jersey City, NY-NJ-PA",2019-11-01,279.468
530,"Atlanta-Sandy Springs-Roswell, GA",2019-11-01,
531,"Baltimore-Columbia-Towson, MD(6)",2019-11-01,
532,"Detroit-Warren-Dearborn, MI",2019-11-01,
533,"Houston-The Woodlands-Sugar Land, TX",2019-11-01,
534,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-11-01,
535,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-11-01,
536,"Phoenix-Mesa-Scottsdale, AZ(7)",2019-11-01,
537,"San Francisco-Oakland-Hayward, CA",2019-11-01,
538,"Seattle-Tacoma-Bellevue, WA",2019-11-01,
539,"St. Louis, MO-IL",2019-11-01,
540,Urban Alaska,2019-11-01,
541,"Boston-Cambridge-Newton, MA-NH",2019-11-01,283.526
542,"Dallas-Fort Worth-Arlington, TX",2019-11-01,238.768
543,"Denver-Aurora-Lakewood, CO",2019-11-01,271.142
544,"Minneapolis-St.Paul-Bloomington, MN-WI",2019-11-01,250.997
545,"Riverside-San Bernardino-Ontario, CA(4)",2019-11-01,106.573
546,"San Diego-Carlsbad, CA",2019-11-01,301.52
547,"Tampa-St. Petersburg-Clearwater, FL(8)",2019-11-01,229.74
548,Urban Hawaii,2019-11-01,282.248
549,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2019-11-01,265.026
550,U.S. city average,2019-12-01,256.974
551,Region and area size(2),2019-12-01,
552,Northeast,2019-12-01,270.429
553,Northeast - Size Class A,2019-12-01,274.33
554,Northeast - Size Class B/C(3),2019-12-01,158.721
555,New England(4),2019-12-01,104.273
556,Middle Atlantic(4),2019-12-01,103.492
557,Midwest,2019-12-01,238.734
558,Midwest - Size Class A,2019-12-01,239.925
559,Midwest - Size Class B/C(3),2019-12-01,152.413
560,East North Central(4),2019-12-01,103.605
561,West North Central(4),2019-12-01,103.437
562,South,2019-12-01,247.289
563,South - Size Class A,2019-12-01,252.049
564,South - Size Class B/C(3),2019-12-01,156.171
565,South Atlantic(4),2019-12-01,104.478
566,East South Central(4),2019-12-01,102.426
567,West South Central(4),2019-12-01,102.815
568,West,2019-12-01,272.584
569,West - Size Class A,2019-12-01,281.143
570,West - Size Class B/C(3),2019-12-01,158.496
571,Mountain(4),2019-12-01,106.399
572,Pacific(4),2019-12-01,105.744
573,Size classes,2019-12-01,
574,Size Class A(5),2019-12-01,237.251
575,Size Class B/C(3),2019-12-01,156.258
576,Selected local areas,2019-12-01,
577,"Chicago-Naperville-Elgin, IL-IN-WI",2019-12-01,242.079
578,"Los Angeles-Long Beach-Anaheim, CA",2019-12-01,275.553
579,"New York-Newark-Jersey City, NY-NJ-PA",2019-12-01,279.816
580,"Atlanta-Sandy Springs-Roswell, GA",2019-12-01,245.076
581,"Baltimore-Columbia-Towson, MD(6)",2019-12-01,257.847
582,"Detroit-Warren-Dearborn, MI",2019-12-01,237.514
583,"Houston-The Woodlands-Sugar Land, TX",2019-12-01,228.765
584,"Miami-Fort Lauderdale-West Palm Beach, FL",2019-12-01,270.918
585,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019-12-01,257.194
586,"Phoenix-Mesa-Scottsdale, AZ(7)",2019-12-01,144.91
587,"San Francisco-Oakland-Hayward, CA",2019-12-01,297.007
588,"Seattle-Tacoma-Bellevue, WA",2019-12-01,279.421
589,"St. Louis, MO-IL",2019-12-01,231.42
590,Urban Alaska,2019-12-01,226.527
591,"Boston-Cambridge-Newton, MA-NH",2019-12-01,
592,"Dallas-Fort Worth-Arlington, TX",2019-12-01,
593,"Denver-Aurora-Lakewood, CO",2019-12-01,
594,"Minneapolis-St.Paul-Bloomington, MN-WI",2019-12-01,
595,"Riverside-San Bernardino-Ontario, CA(4)",2019-12-01,
596,"San Diego-Carlsbad, CA",2019-12-01,
597,"Tampa-St. Petersburg-Clearwater, FL(8)",2019-12-01,
598,Urban Hawaii,2019-12-01,
599,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2019-12-01,
