,Area,Date,Unadjusted CPI Index
529,"New York-Newark-Jersey City, NY-NJ-PA",2018-11-01,274.478
530,"Atlanta-Sandy Springs-Roswell, GA",2018-11-01,
531,"Baltimore-Columbia-Towson, MD(6)",2018-11-01,
532,"Detroit-Warren-Dearborn, MI",2018-11-01,
533,"Houston-The Woodlands-Sugar Land, TX",2018-11-01,
534,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-11-01,
535,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-11-01,
536,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-11-01,
537,"San Francisco-Oakland-Hayward, CA",2018-11-01,
538,"Seattle-Tacoma-Bellevue, WA",2018-11-01,
539,"St. Louis, MO-IL",2018-11-01,
540,Urban Alaska,2018-11-01,
541,"Boston-Cambridge-Newton, MA-NH",2018-11-01,277.632
542,"Dallas-Fort Worth-Arlington, TX",2018-11-01,234.487
543,"Denver-Aurora-Lakewood, CO",2018-11-01,263.679
544,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-11-01,244.235
545,"Riverside-San Bernardino-Ontario, CA(4)",2018-11-01,103.616
546,"San Diego-Carlsbad, CA",2018-11-01,293.858
547,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-11-01,225.247
548,Urban Hawaii,2018-11-01,279.7
549,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-11-01,261.12
550,U.S. city average,2018-12-01,251.233
551,Region and area size(2),2018-12-01,
552,Northeast,2018-12-01,265.286
553,Northeast - Size Class A,2018-12-01,268.552
554,Northeast - Size Class B/C(3),2018-12-01,156.125
555,New England(4),2018-12-01,102.169
556,Middle Atlantic(4),2018-12-01,101.566
557,Midwest,2018-12-01,233.458
558,Midwest - Size Class A,2018-12-01,234.443
559,Midwest - Size Class B/C(3),2018-12-01,149.119
560,East North Central(4),2018-12-01,101.226
561,West North Central(4),2018-12-01,101.336
562,South,2018-12-01,242.15
563,South - Size Class A,2018-12-01,246.911
564,South - Size Class B/C(3),2018-12-01,152.891
565,South Atlantic(4),2018-12-01,101.974
566,East South Central(4),2018-12-01,100.929
567,West South Central(4),2018-12-01,100.986
568,West,2018-12-01,265.209
569,West - Size Class A,2018-12-01,273.507
570,West - Size Class B/C(3),2018-12-01,154.228
571,Mountain(4),2018-12-01,102.98
572,Pacific(4),2018-12-01,103.083
573,Size classes,2018-12-01,
574,Size Class A(5),2018-12-01,231.769
575,Size Class B/C(3),2018-12-01,152.867
576,Selected local areas,2018-12-01,
577,"Chicago-Naperville-Elgin, IL-IN-WI",2018-12-01,236.796
578,"Los Angeles-Long Beach-Anaheim, CA",2018-12-01,267.631
579,"New York-Newark-Jersey City, NY-NJ-PA",2018-12-01,273.836
580,"Atlanta-Sandy Springs-Roswell, GA",2018-12-01,237.276
581,"Baltimore-Columbia-Towson, MD(6)",2018-12-01,253.218
582,"Detroit-Warren-Dearborn, MI",2018-12-01,231.696
583,"Houston-The Woodlands-Sugar Land, TX",2018-12-01,226.557
584,"Miami-Fort Lauderdale-West Palm Beach, FL",2018-12-01,265.731
585,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018-12-01,251.148
586,"Phoenix-Mesa-Scottsdale, AZ(7)",2018-12-01,140.083
587,"San Francisco-Oakland-Hayward, CA",2018-12-01,289.896
588,"Seattle-Tacoma-Bellevue, WA",2018-12-01,273.293
589,"St. Louis, MO-IL",2018-12-01,226.689
590,Urban Alaska,2018-12-01,226.537
591,"Boston-Cambridge-Newton, MA-NH",2018-12-01,
592,"Dallas-Fort Worth-Arlington, TX",2018-12-01,
593,"Denver-Aurora-Lakewood, CO",2018-12-01,
594,"Minneapolis-St.Paul-Bloomington, MN-WI",2018-12-01,
595,"Riverside-San Bernardino-Ontario, CA(4)",2018-12-01,
596,"San Diego-Carlsbad, CA",2018-12-01,
597,"Tampa-St. Petersburg-Clearwater, FL(8)",2018-12-01,
598,Urban Hawaii,2018-12-01,
599,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2018-12-01,
