,Area,Date,Unadjusted CPI Index
529,"New York-Newark-Jersey City, NY-NJ-PA",2022-11-01,314.975
530,"Atlanta-Sandy Springs-Roswell, GA",2022-11-01,
531,"Baltimore-Columbia-Towson, MD(6)",2022-11-01,
532,"Detroit-Warren-Dearborn, MI",2022-11-01,
533,"Houston-The Woodlands-Sugar Land, TX",2022-11-01,
534,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-11-01,
535,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-11-01,
536,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-11-01,
537,"San Francisco-Oakland-Hayward, CA",2022-11-01,
538,"Seattle-Tacoma-Bellevue, WA",2022-11-01,
539,"St. Louis, MO-IL",2022-11-01,
540,Urban Alaska,2022-11-01,
541,"Boston-Cambridge-Newton, MA-NH",2022-11-01,320.702
542,"Dallas-Fort Worth-Arlington, TX",2022-11-01,279.0
543,"Denver-Aurora-Lakewood, CO",2022-11-01,309.655
544,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-11-01,287.396
545,"Riverside-San Bernardino-Ontario, CA(4)",2022-11-01,125.983
546,"San Diego-Carlsbad, CA",2022-11-01,348.145
547,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-11-01,280.395
548,Urban Hawaii,2022-11-01,319.971
549,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-11-01,300.085
550,U.S. city average,2022-12-01,296.797
551,Region and area size(2),2022-12-01,
552,Northeast,2022-12-01,308.15
553,Northeast - Size Class A,2022-12-01,310.504
554,Northeast - Size Class B/C(3),2022-12-01,182.457
555,New England(4),2022-12-01,117.821
556,Middle Atlantic(4),2022-12-01,118.312
557,Midwest,2022-12-01,275.182
558,Midwest - Size Class A,2022-12-01,274.078
559,Midwest - Size Class B/C(3),2022-12-01,176.623
560,East North Central(4),2022-12-01,119.173
561,West North Central(4),2022-12-01,119.815
562,South,2022-12-01,288.205
563,South - Size Class A,2022-12-01,293.708
564,South - Size Class B/C(3),2022-12-01,182.073
565,South Atlantic(4),2022-12-01,122.449
566,East South Central(4),2022-12-01,118.814
567,West South Central(4),2022-12-01,118.818
568,West,2022-12-01,314.599
569,West - Size Class A,2022-12-01,323.322
570,West - Size Class B/C(3),2022-12-01,183.686
571,Mountain(4),2022-12-01,125.349
572,Pacific(4),2022-12-01,121.105
573,Size classes,2022-12-01,
574,Size Class A(5),2022-12-01,272.495
575,Size Class B/C(3),2022-12-01,181.316
576,Selected local areas,2022-12-01,
577,"Chicago-Naperville-Elgin, IL-IN-WI",2022-12-01,274.577
578,"Los Angeles-Long Beach-Anaheim, CA",2022-12-01,312.601
579,"New York-Newark-Jersey City, NY-NJ-PA",2022-12-01,315.656
580,"Atlanta-Sandy Springs-Roswell, GA",2022-12-01,295.452
581,"Baltimore-Columbia-Towson, MD(6)",2022-12-01,300.182
582,"Detroit-Warren-Dearborn, MI",2022-12-01,271.647
583,"Houston-The Woodlands-Sugar Land, TX",2022-12-01,258.588
584,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-12-01,322.21
585,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-12-01,294.883
586,"Phoenix-Mesa-Scottsdale, AZ(7)",2022-12-01,175.019
587,"San Francisco-Oakland-Hayward, CA",2022-12-01,331.222
588,"Seattle-Tacoma-Bellevue, WA",2022-12-01,330.489
589,"St. Louis, MO-IL",2022-12-01,269.44
590,Urban Alaska,2022-12-01,256.634
591,"Boston-Cambridge-Newton, MA-NH",2022-12-01,
592,"Dallas-Fort Worth-Arlington, TX",2022-12-01,
593,"Denver-Aurora-Lakewood, CO",2022-12-01,
594,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-12-01,
595,"Riverside-San Bernardino-Ontario, CA(4)",2022-12-01,
596,"San Diego-Carlsbad, CA",2022-12-01,
597,"Tampa-St. Petersburg-Clearwater, FL(8)",2022-12-01,
598,Urban Hawaii,2022-12-01,
599,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2022-12-01,
